doc_title,source_url,jurisdiction,doc_date,doc_summary,tag1,tag2,tag3
2105_Park_Dedication_1250_Churchill.pdf,https://pub-ladysmith.escribemeetings.com/FileStream.ashx?DocumentId=2010,Town of Ladysmith,,Index record for ladysmith escribe document identifier 2010,escribe,ladysmith-archive,public-registry
2022.04.05 SR DVP 21-08 - 901 Hanington.pdf,https://pub-ladysmith.escribemeetings.com/FileStream.ashx?DocumentId=2011,Town of Ladysmith,,Index record for ladysmith escribe document identifier 2011,escribe,ladysmith-archive,public-registry
Att A - DVP 21-08_reduced.pdf,https://pub-ladysmith.escribemeetings.com/FileStream.ashx?DocumentId=2012,Town of Ladysmith,,Index record for ladysmith escribe document identifier 2012,escribe,ladysmith-archive,public-registry
Att B - Rationale Letter_Redacted.pdf,https://pub-ladysmith.escribemeetings.com/FileStream.ashx?DocumentId=2013,Town of Ladysmith,,Index record for ladysmith escribe document identifier 2013,escribe,ladysmith-archive,public-registry
Att C - Renderings_reduced.pdf,https://pub-ladysmith.escribemeetings.com/FileStream.ashx?DocumentId=2014,Town of Ladysmith,,Index record for ladysmith escribe document identifier 2014,escribe,ladysmith-archive,public-registry
2022 Property Tax Rate Distribution .pdf,https://pub-ladysmith.escribemeetings.com/FileStream.ashx?DocumentId=2015,Town of Ladysmith,,Index record for ladysmith escribe document identifier 2015,escribe,ladysmith-archive,public-registry
Attachment A_ 2022 Property Tax Rate Distribution.pdf,https://pub-ladysmith.escribemeetings.com/FileStream.ashx?DocumentId=2016,Town of Ladysmith,,Index record for ladysmith escribe document identifier 2016,escribe,ladysmith-archive,public-registry
Attachment B_ 2022 Property Tax Rate Distribution.pdf,https://pub-ladysmith.escribemeetings.com/FileStream.ashx?DocumentId=2017,Town of Ladysmith,,Index record for ladysmith escribe document identifier 2017,escribe,ladysmith-archive,public-registry
Attachment C_2022 Property Tax Rate Distribution.pdf,https://pub-ladysmith.escribemeetings.com/FileStream.ashx?DocumentId=2018,Town of Ladysmith,,Index record for ladysmith escribe document identifier 2018,escribe,ladysmith-archive,public-registry
2089_House_Agrmt_1260 Churchill.pdf,https://pub-ladysmith.escribemeetings.com/FileStream.ashx?DocumentId=2019,Town of Ladysmith,,Index record for ladysmith escribe document identifier 2019,escribe,ladysmith-archive,public-registry
2022.04.05 Bylaw Status Sheet.pdf,https://pub-ladysmith.escribemeetings.com/FileStream.ashx?DocumentId=2020,Town of Ladysmith,,Index record for ladysmith escribe document identifier 2020,escribe,ladysmith-archive,public-registry
2022.04.05 SR DVP 21-13 432 Methuen Street.pdf,https://pub-ladysmith.escribemeetings.com/FileStream.ashx?DocumentId=2021,Town of Ladysmith,,Index record for ladysmith escribe document identifier 2021,escribe,ladysmith-archive,public-registry
DVP 3090-21-13(1).pdf,https://pub-ladysmith.escribemeetings.com/FileStream.ashx?DocumentId=2022,Town of Ladysmith,,Index record for ladysmith escribe document identifier 2022,escribe,ladysmith-archive,public-registry
Agenda Package - Council Meeting_Apr05_2022.pdf,https://pub-ladysmith.escribemeetings.com/FileStream.ashx?DocumentId=2026,Town of Ladysmith,,Index record for ladysmith escribe document identifier 2026,escribe,ladysmith-archive,public-registry
2022.03.17 Lyme Disease Awareness Month_Proclamation.pdf,https://pub-ladysmith.escribemeetings.com/FileStream.ashx?DocumentId=2027,Town of Ladysmith,,Index record for ladysmith escribe document identifier 2027,escribe,ladysmith-archive,public-registry
03.16.2022 PRCAC Minutes - DRAFT.pdf,https://pub-ladysmith.escribemeetings.com/FileStream.ashx?DocumentId=2028,Town of Ladysmith,,Index record for ladysmith escribe document identifier 2028,escribe,ladysmith-archive,public-registry
2105_Park_Dedication_1250_Churchill.pdf,https://pub-ladysmith.escribemeetings.com/FileStream.ashx?DocumentId=2029,Town of Ladysmith,,Index record for ladysmith escribe document identifier 2029,escribe,ladysmith-archive,public-registry
2087_OCP_amend_1260_churchill.pdf,https://pub-ladysmith.escribemeetings.com/FileStream.ashx?DocumentId=2030,Town of Ladysmith,,Index record for ladysmith escribe document identifier 2030,escribe,ladysmith-archive,public-registry
2088 ZBL_Amendment (No.44) 1260 Churchill(1).pdf,https://pub-ladysmith.escribemeetings.com/FileStream.ashx?DocumentId=2031,Town of Ladysmith,,Index record for ladysmith escribe document identifier 2031,escribe,ladysmith-archive,public-registry
2089_House_Agrmt_1260 Churchill(1).pdf,https://pub-ladysmith.escribemeetings.com/FileStream.ashx?DocumentId=2032,Town of Ladysmith,,Index record for ladysmith escribe document identifier 2032,escribe,ladysmith-archive,public-registry
2022.04.05 Council Minutes.pdf,https://pub-ladysmith.escribemeetings.com/FileStream.ashx?DocumentId=2033,Town of Ladysmith,,Index record for ladysmith escribe document identifier 2033,escribe,ladysmith-archive,public-registry
2108 2022-2026 Financial Plan.pdf,https://pub-ladysmith.escribemeetings.com/FileStream.ashx?DocumentId=2034,Town of Ladysmith,,Index record for ladysmith escribe document identifier 2034,escribe,ladysmith-archive,public-registry
2109 2022 Tax Rates.pdf,https://pub-ladysmith.escribemeetings.com/FileStream.ashx?DocumentId=2035,Town of Ladysmith,,Index record for ladysmith escribe document identifier 2035,escribe,ladysmith-archive,public-registry
2110 2022 Sewer Parcel Tax.pdf,https://pub-ladysmith.escribemeetings.com/FileStream.ashx?DocumentId=2036,Town of Ladysmith,,Index record for ladysmith escribe document identifier 2036,escribe,ladysmith-archive,public-registry
2111 2022 Water Parcel Tax.pdf,https://pub-ladysmith.escribemeetings.com/FileStream.ashx?DocumentId=2037,Town of Ladysmith,,Index record for ladysmith escribe document identifier 2037,escribe,ladysmith-archive,public-registry
2022.04.19 Bylaw Status Sheet.pdf,https://pub-ladysmith.escribemeetings.com/FileStream.ashx?DocumentId=2038,Town of Ladysmith,,Index record for ladysmith escribe document identifier 2038,escribe,ladysmith-archive,public-registry
2022.04.19_SR_SSAC.pdf,https://pub-ladysmith.escribemeetings.com/FileStream.ashx?DocumentId=2039,Town of Ladysmith,,Index record for ladysmith escribe document identifier 2039,escribe,ladysmith-archive,public-registry
Attachment_A.pdf,https://pub-ladysmith.escribemeetings.com/FileStream.ashx?DocumentId=2040,Town of Ladysmith,,Index record for ladysmith escribe document identifier 2040,escribe,ladysmith-archive,public-registry
SR_RZ_21-08.pdf,https://pub-ladysmith.escribemeetings.com/FileStream.ashx?DocumentId=2041,Town of Ladysmith,,Index record for ladysmith escribe document identifier 2041,escribe,ladysmith-archive,public-registry
2106_OCP_Amend_Lot_5_Holland_Height.pdf,https://pub-ladysmith.escribemeetings.com/FileStream.ashx?DocumentId=2042,Town of Ladysmith,,Index record for ladysmith escribe document identifier 2042,escribe,ladysmith-archive,public-registry
2107_ZBL_Amend_Lot_5_Holland_Height.pdf,https://pub-ladysmith.escribemeetings.com/FileStream.ashx?DocumentId=2043,Town of Ladysmith,,Index record for ladysmith escribe document identifier 2043,escribe,ladysmith-archive,public-registry
Attach_C_Prop_Zoning.pdf,https://pub-ladysmith.escribemeetings.com/FileStream.ashx?DocumentId=2044,Town of Ladysmith,,Index record for ladysmith escribe document identifier 2044,escribe,ladysmith-archive,public-registry
Attach_D_Wildfire.pdf,https://pub-ladysmith.escribemeetings.com/FileStream.ashx?DocumentId=2045,Town of Ladysmith,,Index record for ladysmith escribe document identifier 2045,escribe,ladysmith-archive,public-registry
Attach_E_Env_Assess.pdf,https://pub-ladysmith.escribemeetings.com/FileStream.ashx?DocumentId=2046,Town of Ladysmith,,Index record for ladysmith escribe document identifier 2046,escribe,ladysmith-archive,public-registry
Attach_F_Streets.pdf,https://pub-ladysmith.escribemeetings.com/FileStream.ashx?DocumentId=2047,Town of Ladysmith,,Index record for ladysmith escribe document identifier 2047,escribe,ladysmith-archive,public-registry
Attach_G_Concept.pdf,https://pub-ladysmith.escribemeetings.com/FileStream.ashx?DocumentId=2048,Town of Ladysmith,,Index record for ladysmith escribe document identifier 2048,escribe,ladysmith-archive,public-registry
Attach_H_Road_Align.pdf,https://pub-ladysmith.escribemeetings.com/FileStream.ashx?DocumentId=2049,Town of Ladysmith,,Index record for ladysmith escribe document identifier 2049,escribe,ladysmith-archive,public-registry
Attach_I_Overlay.pdf,https://pub-ladysmith.escribemeetings.com/FileStream.ashx?DocumentId=2050,Town of Ladysmith,,Index record for ladysmith escribe document identifier 2050,escribe,ladysmith-archive,public-registry
Attach_J_MFLNRORD_Res.pdf,https://pub-ladysmith.escribemeetings.com/FileStream.ashx?DocumentId=2051,Town of Ladysmith,,Index record for ladysmith escribe document identifier 2051,escribe,ladysmith-archive,public-registry
Attach_K_Covenant.pdf,https://pub-ladysmith.escribemeetings.com/FileStream.ashx?DocumentId=2052,Town of Ladysmith,,Index record for ladysmith escribe document identifier 2052,escribe,ladysmith-archive,public-registry
Attach_L_Coach_House.pdf,https://pub-ladysmith.escribemeetings.com/FileStream.ashx?DocumentId=2053,Town of Ladysmith,,Index record for ladysmith escribe document identifier 2053,escribe,ladysmith-archive,public-registry
Attach_M_TIA.pdf,https://pub-ladysmith.escribemeetings.com/FileStream.ashx?DocumentId=2054,Town of Ladysmith,,Index record for ladysmith escribe document identifier 2054,escribe,ladysmith-archive,public-registry
Attach_N_CPAC_Minutes.pdf,https://pub-ladysmith.escribemeetings.com/FileStream.ashx?DocumentId=2055,Town of Ladysmith,,Index record for ladysmith escribe document identifier 2055,escribe,ladysmith-archive,public-registry
Ladysmith 2021 PPT.pdf,https://pub-ladysmith.escribemeetings.com/FileStream.ashx?DocumentId=2056,Town of Ladysmith,,Index record for ladysmith escribe document identifier 2056,escribe,ladysmith-archive,public-registry
Town of Ladysmith Audit Findings 2021.pdf,https://pub-ladysmith.escribemeetings.com/FileStream.ashx?DocumentId=2057,Town of Ladysmith,,Index record for ladysmith escribe document identifier 2057,escribe,ladysmith-archive,public-registry
2021 Financial Statements - Draft.pdf,https://pub-ladysmith.escribemeetings.com/FileStream.ashx?DocumentId=2058,Town of Ladysmith,,Index record for ladysmith escribe document identifier 2058,escribe,ladysmith-archive,public-registry
Agenda Package - Council Meeting_Apr19_2022.pdf,https://pub-ladysmith.escribemeetings.com/FileStream.ashx?DocumentId=2062,Town of Ladysmith,,Index record for ladysmith escribe document identifier 2062,escribe,ladysmith-archive,public-registry
2022.05.03 SR AAP Results_Fire Aerial Device.pdf,https://pub-ladysmith.escribemeetings.com/FileStream.ashx?DocumentId=2078,Town of Ladysmith,,Index record for ladysmith escribe document identifier 2078,escribe,ladysmith-archive,public-registry
Attach A_AAP_Fire Aerial Device_Certification of Results_signed.pdf,https://pub-ladysmith.escribemeetings.com/FileStream.ashx?DocumentId=2079,Town of Ladysmith,,Index record for ladysmith escribe document identifier 2079,escribe,ladysmith-archive,public-registry
2022.03.25 rqst  frm Fondation Emergence_Pride Flag May 17.pdf,https://pub-ladysmith.escribemeetings.com/FileStream.ashx?DocumentId=2080,Town of Ladysmith,,Index record for ladysmith escribe document identifier 2080,escribe,ladysmith-archive,public-registry
2022.04.19 Council Minutes.pdf,https://pub-ladysmith.escribemeetings.com/FileStream.ashx?DocumentId=2081,Town of Ladysmith,,Index record for ladysmith escribe document identifier 2081,escribe,ladysmith-archive,public-registry
2022.04.28 International Day Against Homophobia and Transphobia_Proclamation.pdf,https://pub-ladysmith.escribemeetings.com/FileStream.ashx?DocumentId=2082,Town of Ladysmith,,Index record for ladysmith escribe document identifier 2082,escribe,ladysmith-archive,public-registry
2108 2022-2026 Financial Plan.pdf,https://pub-ladysmith.escribemeetings.com/FileStream.ashx?DocumentId=2083,Town of Ladysmith,,Index record for ladysmith escribe document identifier 2083,escribe,ladysmith-archive,public-registry
2109 2022 Tax Rates.pdf,https://pub-ladysmith.escribemeetings.com/FileStream.ashx?DocumentId=2084,Town of Ladysmith,,Index record for ladysmith escribe document identifier 2084,escribe,ladysmith-archive,public-registry
2110 2022 Sewer Parcel Tax.pdf,https://pub-ladysmith.escribemeetings.com/FileStream.ashx?DocumentId=2085,Town of Ladysmith,,Index record for ladysmith escribe document identifier 2085,escribe,ladysmith-archive,public-registry
2111 2022 Water Parcel Tax.pdf,https://pub-ladysmith.escribemeetings.com/FileStream.ashx?DocumentId=2086,Town of Ladysmith,,Index record for ladysmith escribe document identifier 2086,escribe,ladysmith-archive,public-registry
2022.05.03 Bylaw Status Sheet.pdf,https://pub-ladysmith.escribemeetings.com/FileStream.ashx?DocumentId=2087,Town of Ladysmith,,Index record for ladysmith escribe document identifier 2087,escribe,ladysmith-archive,public-registry
Water Billing Adjustments - Methuen and Kitchener.pdf,https://pub-ladysmith.escribemeetings.com/FileStream.ashx?DocumentId=2088,Town of Ladysmith,,Index record for ladysmith escribe document identifier 2088,escribe,ladysmith-archive,public-registry
Agenda Package - Council Meeting_May03_2022.pdf,https://pub-ladysmith.escribemeetings.com/FileStream.ashx?DocumentId=2092,Town of Ladysmith,,Index record for ladysmith escribe document identifier 2092,escribe,ladysmith-archive,public-registry
2022.03.08 CoW Minutes.pdf,https://pub-ladysmith.escribemeetings.com/FileStream.ashx?DocumentId=3063,Town of Ladysmith,,Index record for ladysmith escribe document identifier 3063,escribe,ladysmith-archive,public-registry
January 2022 Pound Report.pdf,https://pub-ladysmith.escribemeetings.com/FileStream.ashx?DocumentId=3064,Town of Ladysmith,,Index record for ladysmith escribe document identifier 3064,escribe,ladysmith-archive,public-registry
February 2022 Pound Report.pdf,https://pub-ladysmith.escribemeetings.com/FileStream.ashx?DocumentId=3065,Town of Ladysmith,,Index record for ladysmith escribe document identifier 3065,escribe,ladysmith-archive,public-registry
March 2022 Pound Report.pdf,https://pub-ladysmith.escribemeetings.com/FileStream.ashx?DocumentId=3066,Town of Ladysmith,,Index record for ladysmith escribe document identifier 3066,escribe,ladysmith-archive,public-registry
2022.04.30 Building Permit Summary Annotated.pdf,https://pub-ladysmith.escribemeetings.com/FileStream.ashx?DocumentId=3067,Town of Ladysmith,,Index record for ladysmith escribe document identifier 3067,escribe,ladysmith-archive,public-registry
01 January 2022.pdf,https://pub-ladysmith.escribemeetings.com/FileStream.ashx?DocumentId=3068,Town of Ladysmith,,Index record for ladysmith escribe document identifier 3068,escribe,ladysmith-archive,public-registry
02 February 2022.pdf,https://pub-ladysmith.escribemeetings.com/FileStream.ashx?DocumentId=3069,Town of Ladysmith,,Index record for ladysmith escribe document identifier 3069,escribe,ladysmith-archive,public-registry
03 March 2022.pdf,https://pub-ladysmith.escribemeetings.com/FileStream.ashx?DocumentId=3070,Town of Ladysmith,,Index record for ladysmith escribe document identifier 3070,escribe,ladysmith-archive,public-registry
04 April 2022.pdf,https://pub-ladysmith.escribemeetings.com/FileStream.ashx?DocumentId=3071,Town of Ladysmith,,Index record for ladysmith escribe document identifier 3071,escribe,ladysmith-archive,public-registry
2022 Q1 (Jan - Mar) Financial Report.pdf,https://pub-ladysmith.escribemeetings.com/FileStream.ashx?DocumentId=3072,Town of Ladysmith,,Index record for ladysmith escribe document identifier 3072,escribe,ladysmith-archive,public-registry
Attachment A - Consolidates Statement of Operations - Mar.pdf,https://pub-ladysmith.escribemeetings.com/FileStream.ashx?DocumentId=3073,Town of Ladysmith,,Index record for ladysmith escribe document identifier 3073,escribe,ladysmith-archive,public-registry
Attachment B - Consolidated Statement of Financial Position - mar.pdf,https://pub-ladysmith.escribemeetings.com/FileStream.ashx?DocumentId=3074,Town of Ladysmith,,Index record for ladysmith escribe document identifier 3074,escribe,ladysmith-archive,public-registry
Attachment C - Vendors over $25k.pdf,https://pub-ladysmith.escribemeetings.com/FileStream.ashx?DocumentId=3075,Town of Ladysmith,,Index record for ladysmith escribe document identifier 3075,escribe,ladysmith-archive,public-registry
Attachment D - Capital.pdf,https://pub-ladysmith.escribemeetings.com/FileStream.ashx?DocumentId=3076,Town of Ladysmith,,Index record for ladysmith escribe document identifier 3076,escribe,ladysmith-archive,public-registry
Attachment E - Reserves.pdf,https://pub-ladysmith.escribemeetings.com/FileStream.ashx?DocumentId=3077,Town of Ladysmith,,Index record for ladysmith escribe document identifier 3077,escribe,ladysmith-archive,public-registry
Grants in Aid - Policy and Process.pdf,https://pub-ladysmith.escribemeetings.com/FileStream.ashx?DocumentId=3078,Town of Ladysmith,,Index record for ladysmith escribe document identifier 3078,escribe,ladysmith-archive,public-registry
Attachment A - 05 1850 A Grants in Aid  2019.pdf,https://pub-ladysmith.escribemeetings.com/FileStream.ashx?DocumentId=3079,Town of Ladysmith,,Index record for ladysmith escribe document identifier 3079,escribe,ladysmith-archive,public-registry
Attachment B - 2016-06-13-municipal-services-agenda.pdf,https://pub-ladysmith.escribemeetings.com/FileStream.ashx?DocumentId=3080,Town of Ladysmith,,Index record for ladysmith escribe document identifier 3080,escribe,ladysmith-archive,public-registry
2022.01.19 RCMP Report 4th Quarter 2021(1).pdf,https://pub-ladysmith.escribemeetings.com/FileStream.ashx?DocumentId=3081,Town of Ladysmith,,Index record for ladysmith escribe document identifier 3081,escribe,ladysmith-archive,public-registry
2022.05.04 RCMP Report 1st Quarter 2022.pdf,https://pub-ladysmith.escribemeetings.com/FileStream.ashx?DocumentId=3082,Town of Ladysmith,,Index record for ladysmith escribe document identifier 3082,escribe,ladysmith-archive,public-registry
Agenda Package - Committee of the Whole_May10_2022.pdf,https://pub-ladysmith.escribemeetings.com/FileStream.ashx?DocumentId=3086,Town of Ladysmith,,Index record for ladysmith escribe document identifier 3086,escribe,ladysmith-archive,public-registry
2022.05.03 Council Minutes.pdf,https://pub-ladysmith.escribemeetings.com/FileStream.ashx?DocumentId=3089,Town of Ladysmith,,Index record for ladysmith escribe document identifier 3089,escribe,ladysmith-archive,public-registry
2022 CHAMBER MEMORIAL GOLF CLASSIC PACKAGE.pdf,https://pub-ladysmith.escribemeetings.com/FileStream.ashx?DocumentId=3090,Town of Ladysmith,,Index record for ladysmith escribe document identifier 3090,escribe,ladysmith-archive,public-registry
2022.05.03 Cowichan Housing Association req for support.pdf,https://pub-ladysmith.escribemeetings.com/FileStream.ashx?DocumentId=3091,Town of Ladysmith,,Index record for ladysmith escribe document identifier 3091,escribe,ladysmith-archive,public-registry
2022.04.22 N. Cowichan Report_Cowichan Housing Association Grant Application.pdf,https://pub-ladysmith.escribemeetings.com/FileStream.ashx?DocumentId=3092,Town of Ladysmith,,Index record for ladysmith escribe document identifier 3092,escribe,ladysmith-archive,public-registry
UBCM April Proposal Brief Enhancing Services Grant Outline from CHA.pdf,https://pub-ladysmith.escribemeetings.com/FileStream.ashx?DocumentId=3093,Town of Ladysmith,,Index record for ladysmith escribe document identifier 3093,escribe,ladysmith-archive,public-registry
2022.04.20 N. Cowichan Cert Res_Cowichan Housing Grant App.pdf,https://pub-ladysmith.escribemeetings.com/FileStream.ashx?DocumentId=3094,Town of Ladysmith,,Index record for ladysmith escribe document identifier 3094,escribe,ladysmith-archive,public-registry
4th Avenue Reconstruction - Tender results.pdf,https://pub-ladysmith.escribemeetings.com/FileStream.ashx?DocumentId=3095,Town of Ladysmith,,Index record for ladysmith escribe document identifier 3095,escribe,ladysmith-archive,public-registry
2022.05.17 Bylaw Status Sheet.pdf,https://pub-ladysmith.escribemeetings.com/FileStream.ashx?DocumentId=3096,Town of Ladysmith,,Index record for ladysmith escribe document identifier 3096,escribe,ladysmith-archive,public-registry
2022.05.17 Update and PH for 1301 Rocky Creek Road.pdf,https://pub-ladysmith.escribemeetings.com/FileStream.ashx?DocumentId=3097,Town of Ladysmith,,Index record for ladysmith escribe document identifier 3097,escribe,ladysmith-archive,public-registry
Att A - Bylaw 2102 (OCP)(1).pdf,https://pub-ladysmith.escribemeetings.com/FileStream.ashx?DocumentId=3098,Town of Ladysmith,,Index record for ladysmith escribe document identifier 3098,escribe,ladysmith-archive,public-registry
Att B - Bylaw 2103 (ZBL)(1).pdf,https://pub-ladysmith.escribemeetings.com/FileStream.ashx?DocumentId=3099,Town of Ladysmith,,Index record for ladysmith escribe document identifier 3099,escribe,ladysmith-archive,public-registry
Att C - Sanitary Flow Memo(1).pdf,https://pub-ladysmith.escribemeetings.com/FileStream.ashx?DocumentId=3100,Town of Ladysmith,,Index record for ladysmith escribe document identifier 3100,escribe,ladysmith-archive,public-registry
Organic Infrastructure Program Funding - Compost Facility Addition.pdf,https://pub-ladysmith.escribemeetings.com/FileStream.ashx?DocumentId=3101,Town of Ladysmith,,Index record for ladysmith escribe document identifier 3101,escribe,ladysmith-archive,public-registry
25.01.2022 Attachment A - Biosolids Composting Strategies.pdf,https://pub-ladysmith.escribemeetings.com/FileStream.ashx?DocumentId=3102,Town of Ladysmith,,Index record for ladysmith escribe document identifier 3102,escribe,ladysmith-archive,public-registry
2022.04.28 World Oceans Day_June 8 2022.pdf,https://pub-ladysmith.escribemeetings.com/FileStream.ashx?DocumentId=3103,Town of Ladysmith,,Index record for ladysmith escribe document identifier 3103,escribe,ladysmith-archive,public-registry
2022.05.11  Access Awareness Day.pdf,https://pub-ladysmith.escribemeetings.com/FileStream.ashx?DocumentId=3104,Town of Ladysmith,,Index record for ladysmith escribe document identifier 3104,escribe,ladysmith-archive,public-registry
"Committee of the Whole Recommendations to Council May 17, 2022.pdf",https://pub-ladysmith.escribemeetings.com/FileStream.ashx?DocumentId=3105,Town of Ladysmith,,Index record for ladysmith escribe document identifier 3105,escribe,ladysmith-archive,public-registry
2022.05.10 CoW Minutes for review.pdf,https://pub-ladysmith.escribemeetings.com/FileStream.ashx?DocumentId=3106,Town of Ladysmith,,Index record for ladysmith escribe document identifier 3106,escribe,ladysmith-archive,public-registry
Agenda Package - Council Meeting_May17_2022.pdf,https://pub-ladysmith.escribemeetings.com/FileStream.ashx?DocumentId=3110,Town of Ladysmith,,Index record for ladysmith escribe document identifier 3110,escribe,ladysmith-archive,public-registry
2021.03.30 AHH Steering Committee Minutes.pdf,https://pub-ladysmith.escribemeetings.com/FileStream.ashx?DocumentId=4063,Town of Ladysmith,,Index record for ladysmith escribe document identifier 4063,escribe,ladysmith-archive,public-registry
2022.05.24 ltr frm BRAND_Assisted Rec Aid_Displaced Ukrainians.pdf,https://pub-ladysmith.escribemeetings.com/FileStream.ashx?DocumentId=4064,Town of Ladysmith,,Index record for ladysmith escribe document identifier 4064,escribe,ladysmith-archive,public-registry
2022.04.25 PATG MINUTES.pdf,https://pub-ladysmith.escribemeetings.com/FileStream.ashx?DocumentId=4065,Town of Ladysmith,,Index record for ladysmith escribe document identifier 4065,escribe,ladysmith-archive,public-registry
2022.06.07 SR DP 22-06 - 520 Kitchener St.pdf,https://pub-ladysmith.escribemeetings.com/FileStream.ashx?DocumentId=4066,Town of Ladysmith,,Index record for ladysmith escribe document identifier 4066,escribe,ladysmith-archive,public-registry
A - DP 22-06_rdsz.pdf,https://pub-ladysmith.escribemeetings.com/FileStream.ashx?DocumentId=4067,Town of Ladysmith,,Index record for ladysmith escribe document identifier 4067,escribe,ladysmith-archive,public-registry
2022.06.01 Island Good Days_June 20-26 2022.pdf,https://pub-ladysmith.escribemeetings.com/FileStream.ashx?DocumentId=4068,Town of Ladysmith,,Index record for ladysmith escribe document identifier 4068,escribe,ladysmith-archive,public-registry
2021 Annual Report_FINAL May 31_reduced.pdf,https://pub-ladysmith.escribemeetings.com/FileStream.ashx?DocumentId=4069,Town of Ladysmith,,Index record for ladysmith escribe document identifier 4069,escribe,ladysmith-archive,public-registry
2022.06.07_SR_1260_Churchill_Services.pdf,https://pub-ladysmith.escribemeetings.com/FileStream.ashx?DocumentId=4070,Town of Ladysmith,,Index record for ladysmith escribe document identifier 4070,escribe,ladysmith-archive,public-registry
SR_RZ_22-03.pdf,https://pub-ladysmith.escribemeetings.com/FileStream.ashx?DocumentId=4071,Town of Ladysmith,,Index record for ladysmith escribe document identifier 4071,escribe,ladysmith-archive,public-registry
Attach A_Bylaw 2114.pdf,https://pub-ladysmith.escribemeetings.com/FileStream.ashx?DocumentId=4072,Town of Ladysmith,,Index record for ladysmith escribe document identifier 4072,escribe,ladysmith-archive,public-registry
Telecommunication Antenna Structures.pdf,https://pub-ladysmith.escribemeetings.com/FileStream.ashx?DocumentId=4073,Town of Ladysmith,,Index record for ladysmith escribe document identifier 4073,escribe,ladysmith-archive,public-registry
DRAFT 2022 TAS Policy.pdf,https://pub-ladysmith.escribemeetings.com/FileStream.ashx?DocumentId=4074,Town of Ladysmith,,Index record for ladysmith escribe document identifier 4074,escribe,ladysmith-archive,public-registry
2022.05.17 Council Minutes.pdf,https://pub-ladysmith.escribemeetings.com/FileStream.ashx?DocumentId=4075,Town of Ladysmith,,Index record for ladysmith escribe document identifier 4075,escribe,ladysmith-archive,public-registry
2022.06.07 SR FOI Bylaw.pdf,https://pub-ladysmith.escribemeetings.com/FileStream.ashx?DocumentId=4076,Town of Ladysmith,,Index record for ladysmith escribe document identifier 4076,escribe,ladysmith-archive,public-registry
2116_Freedom of Information.pdf,https://pub-ladysmith.escribemeetings.com/FileStream.ashx?DocumentId=4077,Town of Ladysmith,,Index record for ladysmith escribe document identifier 4077,escribe,ladysmith-archive,public-registry
2022.06.07 Bylaw Status Sheet.pdf,https://pub-ladysmith.escribemeetings.com/FileStream.ashx?DocumentId=4078,Town of Ladysmith,,Index record for ladysmith escribe document identifier 4078,escribe,ladysmith-archive,public-registry
2021 SOFI Draft.pdf,https://pub-ladysmith.escribemeetings.com/FileStream.ashx?DocumentId=4079,Town of Ladysmith,,Index record for ladysmith escribe document identifier 4079,escribe,ladysmith-archive,public-registry
2022.05.04 PRCAC Special Minutes.pdf,https://pub-ladysmith.escribemeetings.com/FileStream.ashx?DocumentId=4080,Town of Ladysmith,,Index record for ladysmith escribe document identifier 4080,escribe,ladysmith-archive,public-registry
2083 Park Dedication_revised and signed at 2nd.pdf,https://pub-ladysmith.escribemeetings.com/FileStream.ashx?DocumentId=4081,Town of Ladysmith,,Index record for ladysmith escribe document identifier 4081,escribe,ladysmith-archive,public-registry
Firework Regulation Bylaw.pdf,https://pub-ladysmith.escribemeetings.com/FileStream.ashx?DocumentId=4082,Town of Ladysmith,,Index record for ladysmith escribe document identifier 4082,escribe,ladysmith-archive,public-registry
2115 Fireworks Bylaw.pdf,https://pub-ladysmith.escribemeetings.com/FileStream.ashx?DocumentId=4083,Town of Ladysmith,,Index record for ladysmith escribe document identifier 4083,escribe,ladysmith-archive,public-registry
2022.05.31 Draft Ladysmith Official Community Plan_reduced.pdf,https://pub-ladysmith.escribemeetings.com/FileStream.ashx?DocumentId=4084,Town of Ladysmith,,Index record for ladysmith escribe document identifier 4084,escribe,ladysmith-archive,public-registry
Agenda Package - Council Meeting_Jun07_2022.pdf,https://pub-ladysmith.escribemeetings.com/FileStream.ashx?DocumentId=4088,Town of Ladysmith,,Index record for ladysmith escribe document identifier 4088,escribe,ladysmith-archive,public-registry
Agenda Package - Special Council Meeting_Jun09_2022.pdf,https://pub-ladysmith.escribemeetings.com/FileStream.ashx?DocumentId=4092,Town of Ladysmith,,Index record for ladysmith escribe document identifier 4092,escribe,ladysmith-archive,public-registry
Agenda Package - Special Council Meeting_Jun14_2022.pdf,https://pub-ladysmith.escribemeetings.com/FileStream.ashx?DocumentId=4096,Town of Ladysmith,,Index record for ladysmith escribe document identifier 4096,escribe,ladysmith-archive,public-registry
2022.06.07 Council Minutes.pdf,https://pub-ladysmith.escribemeetings.com/FileStream.ashx?DocumentId=5089,Town of Ladysmith,,Index record for ladysmith escribe document identifier 5089,escribe,ladysmith-archive,public-registry
2115 Fireworks Bylaw.pdf,https://pub-ladysmith.escribemeetings.com/FileStream.ashx?DocumentId=5090,Town of Ladysmith,,Index record for ladysmith escribe document identifier 5090,escribe,ladysmith-archive,public-registry
2116_Freedom of Information.pdf,https://pub-ladysmith.escribemeetings.com/FileStream.ashx?DocumentId=5091,Town of Ladysmith,,Index record for ladysmith escribe document identifier 5091,escribe,ladysmith-archive,public-registry
